phrase_id,phrase_text,verb,noun,context
1182,run fingers over a sewing needle,feel,needle,sensory
1183,feel a small nightstand (drawer open),feel,nightstand-open,sensory
1184,touch a small nightstand (drawer open),feel,nightstand-open,sensory
1185,run fingers over a small nightstand (drawer open),feel,nightstand-open,sensory
1186,feel a small nightstand,feel,nightstand,sensory
1187,touch a small nightstand,feel,nightstand,sensory
1188,run fingers over a small nightstand,feel,nightstand,sensory
1189,feel a blank sheet of paper,feel,paper,sensory
1190,touch a blank sheet of paper,feel,paper,sensory
1191,run fingers over a blank sheet of paper,feel,paper,sensory
1192,feel an ink pen,feel,pen,sensory
1193,touch an ink pen,feel,pen,sensory
1194,run fingers over an ink pen,feel,pen,sensory
1195,feel a graphite pencil,feel,pencil,sensory
1196,touch a graphite pencil,feel,pencil,sensory
1197,run fingers over a graphite pencil,feel,pencil,sensory
1198,feel a goose-down pillow,feel,pillow,sensory
1199,touch a goose-down pillow,feel,pillow,sensory
1200,run fingers over a goose-down pillow,feel,pillow,sensory
1201,feel a sewing pin,feel,pin,sensory
1202,touch a sewing pin,feel,pin,sensory
1203,run fingers over a sewing pin,feel,pin,sensory
1204,feel a small glass bottle,feel,poison-bottle,sensory
1205,touch a small glass bottle,feel,poison-bottle,sensory
1206,run fingers over a small glass bottle,feel,poison-bottle,sensory
1207,feel a dirty rag,feel,rag,sensory
1208,touch a dirty rag,feel,rag,sensory
1209,run fingers over a dirty rag,feel,rag,sensory
1210,feel a threadbare rug,feel,rug,sensory
1211,touch a threadbare rug,feel,rug,sensory
1212,run fingers over a threadbare rug,feel,rug,sensory
1213,feel a burlap sack,feel,sack,sensory
1214,touch a burlap sack,feel,sack,sensory
1215,run fingers over a burlap sack,feel,sack,sensory
1216,feel a terrible burlap jacket,feel,terrible-jacket,sensory
1217,touch a terrible burlap jacket,feel,terrible-jacket,sensory
1218,run fingers over a terrible burlap jacket,feel,terrible-jacket,sensory
1219,feel a spool of thread,feel,thread,sensory
1220,touch a spool of thread,feel,thread,sensory
1221,run fingers over a spool of thread,feel,thread,sensory
1222,feel an oak vanity (mirror broken),feel,vanity-mirror-broken,sensory
1223,touch an oak vanity (mirror broken),feel,vanity-mirror-broken,sensory
1224,run fingers over an oak vanity (mirror broken),feel,vanity-mirror-broken,sensory
1225,"feel an oak vanity (drawer open, mirror broken)",feel,vanity-open-mirror-broken,sensory
1226,"touch an oak vanity (drawer open, mirror broken)",feel,vanity-open-mirror-broken,sensory
1227,"run fingers over an oak vanity (drawer open, mirror broken)",feel,vanity-open-mirror-broken,sensory
1228,feel an oak vanity (drawer open),feel,vanity-open,sensory
1229,touch an oak vanity (drawer open),feel,vanity-open,sensory
1230,run fingers over an oak vanity (drawer open),feel,vanity-open,sensory
1231,feel an oak vanity,feel,vanity,sensory
1232,touch an oak vanity,feel,vanity,sensory
1233,run fingers over an oak vanity,feel,vanity,sensory
1234,feel a heavy wardrobe (open),feel,wardrobe-open,sensory
1235,touch a heavy wardrobe (open),feel,wardrobe-open,sensory
1236,run fingers over a heavy wardrobe (open),feel,wardrobe-open,sensory
1237,feel a heavy wardrobe,feel,wardrobe,sensory
1238,touch a heavy wardrobe,feel,wardrobe,sensory
1239,run fingers over a heavy wardrobe,feel,wardrobe,sensory
1240,feel an open leaded glass window,feel,window-open,sensory
1241,touch an open leaded glass window,feel,window-open,sensory
1242,run fingers over an open leaded glass window,feel,window-open,sensory
1243,feel a leaded glass window,feel,window,sensory
1244,touch a leaded glass window,feel,window,sensory
1245,run fingers over a leaded glass window,feel,window,sensory
1246,feel a moth-eaten wool cloak,feel,wool-cloak,sensory
1247,touch a moth-eaten wool cloak,feel,wool-cloak,sensory
1248,run fingers over a moth-eaten wool cloak,feel,wool-cloak,sensory
1249,find a crude bandage,find,bandage,observation
1250,locate a crude bandage,find,bandage,observation
1251,spot a crude bandage,find,bandage,observation
1252,find rumpled bed sheets,find,bed-sheets,observation
1253,locate rumpled bed sheets,find,bed-sheets,observation
1254,spot rumpled bed sheets,find,bed-sheets,observation
1255,find a large four-poster bed,find,bed,observation
1256,locate a large four-poster bed,find,bed,observation
1257,spot a large four-poster bed,find,bed,observation
1258,find a heavy wool blanket,find,blanket,observation
1259,locate a heavy wool blanket,find,blanket,observation
1260,spot a heavy wool blanket,find,blanket,observation
1261,find a small brass key,find,brass-key,observation
1262,locate a small brass key,find,brass-key,observation
1263,spot a small brass key,find,brass-key,observation
1264,find a lit tallow candle,find,candle-lit,observation
1265,locate a lit tallow candle,find,candle-lit,observation
1266,spot a lit tallow candle,find,candle-lit,observation
1267,find a tallow candle,find,candle,observation
1268,locate a tallow candle,find,candle,observation
1269,spot a tallow candle,find,candle,observation
1270,find a ceramic chamber pot,find,chamber-pot,observation
1271,locate a ceramic chamber pot,find,chamber-pot,observation
1272,spot a ceramic chamber pot,find,chamber-pot,observation
1273,find a piece of cloth,find,cloth,observation
1274,locate a piece of cloth,find,cloth,observation
1275,spot a piece of cloth,find,cloth,observation
1276,find heavy velvet curtains (open),find,curtains-open,observation
1277,locate heavy velvet curtains (open),find,curtains-open,observation
1278,spot heavy velvet curtains (open),find,curtains-open,observation
1279,find heavy velvet curtains,find,curtains,observation
1280,locate heavy velvet curtains,find,curtains,observation
1281,spot heavy velvet curtains,find,curtains,observation
1282,find a glass shard,find,glass-shard,observation
1283,locate a glass shard,find,glass-shard,observation
1284,spot a glass shard,find,glass-shard,observation
1285,find a small knife,find,knife,observation
1286,locate a small knife,find,knife,observation
1287,spot a small knife,find,knife,observation
1288,find a lit match,find,match-lit,observation
1289,locate a lit match,find,match-lit,observation
1290,spot a lit match,find,match-lit,observation
1291,find a wooden match,find,match,observation
1292,locate a wooden match,find,match,observation
1293,spot a wooden match,find,match,observation
1294,find a small matchbox,find,matchbox,observation
1295,locate a small matchbox,find,matchbox,observation
1296,spot a small matchbox,find,matchbox,observation
1297,find a sewing needle,find,needle,observation
1298,locate a sewing needle,find,needle,observation
1299,spot a sewing needle,find,needle,observation
1300,find a small nightstand (drawer open),find,nightstand-open,observation
1301,locate a small nightstand (drawer open),find,nightstand-open,observation
1302,spot a small nightstand (drawer open),find,nightstand-open,observation
1303,find a small nightstand,find,nightstand,observation
1304,locate a small nightstand,find,nightstand,observation
1305,spot a small nightstand,find,nightstand,observation
1306,find a blank sheet of paper,find,paper,observation
1307,locate a blank sheet of paper,find,paper,observation
1308,spot a blank sheet of paper,find,paper,observation
1309,find an ink pen,find,pen,observation
1310,locate an ink pen,find,pen,observation
1311,spot an ink pen,find,pen,observation
1312,find a graphite pencil,find,pencil,observation
1313,locate a graphite pencil,find,pencil,observation
1314,spot a graphite pencil,find,pencil,observation
1315,find a goose-down pillow,find,pillow,observation
1316,locate a goose-down pillow,find,pillow,observation
1317,spot a goose-down pillow,find,pillow,observation
1318,find a sewing pin,find,pin,observation
1319,locate a sewing pin,find,pin,observation
1320,spot a sewing pin,find,pin,observation
1321,find a small glass bottle,find,poison-bottle,observation
1322,locate a small glass bottle,find,poison-bottle,observation
1323,spot a small glass bottle,find,poison-bottle,observation
1324,find a dirty rag,find,rag,observation
1325,locate a dirty rag,find,rag,observation
1326,spot a dirty rag,find,rag,observation
1327,find a threadbare rug,find,rug,observation
1328,locate a threadbare rug,find,rug,observation
1329,spot a threadbare rug,find,rug,observation
1330,find a burlap sack,find,sack,observation
1331,locate a burlap sack,find,sack,observation
1332,spot a burlap sack,find,sack,observation
1333,find a terrible burlap jacket,find,terrible-jacket,observation
1334,locate a terrible burlap jacket,find,terrible-jacket,observation
1335,spot a terrible burlap jacket,find,terrible-jacket,observation
1336,find a spool of thread,find,thread,observation
1337,locate a spool of thread,find,thread,observation
1338,spot a spool of thread,find,thread,observation
1339,find an oak vanity (mirror broken),find,vanity-mirror-broken,observation
1340,locate an oak vanity (mirror broken),find,vanity-mirror-broken,observation
1341,spot an oak vanity (mirror broken),find,vanity-mirror-broken,observation
1342,"find an oak vanity (drawer open, mirror broken)",find,vanity-open-mirror-broken,observation
1343,"locate an oak vanity (drawer open, mirror broken)",find,vanity-open-mirror-broken,observation
1344,"spot an oak vanity (drawer open, mirror broken)",find,vanity-open-mirror-broken,observation
1345,find an oak vanity (drawer open),find,vanity-open,observation
1346,locate an oak vanity (drawer open),find,vanity-open,observation
1347,spot an oak vanity (drawer open),find,vanity-open,observation
1348,find an oak vanity,find,vanity,observation
1349,locate an oak vanity,find,vanity,observation
1350,spot an oak vanity,find,vanity,observation
1351,find a heavy wardrobe (open),find,wardrobe-open,observation
1352,locate a heavy wardrobe (open),find,wardrobe-open,observation
1353,spot a heavy wardrobe (open),find,wardrobe-open,observation
1354,find a heavy wardrobe,find,wardrobe,observation
1355,locate a heavy wardrobe,find,wardrobe,observation
1356,spot a heavy wardrobe,find,wardrobe,observation
1357,find an open leaded glass window,find,window-open,observation
1358,locate an open leaded glass window,find,window-open,observation
1359,spot an open leaded glass window,find,window-open,observation
1360,find a leaded glass window,find,window,observation
1361,locate a leaded glass window,find,window,observation
1362,spot a leaded glass window,find,window,observation
1363,find a moth-eaten wool cloak,find,wool-cloak,observation
1364,locate a moth-eaten wool cloak,find,wool-cloak,observation
1365,spot a moth-eaten wool cloak,find,wool-cloak,observation
1366,get a crude bandage,get,bandage,inventory
1367,fetch a crude bandage,get,bandage,inventory
1368,obtain a crude bandage,get,bandage,inventory
1369,get rumpled bed sheets,get,bed-sheets,inventory
1370,fetch rumpled bed sheets,get,bed-sheets,inventory
1371,obtain rumpled bed sheets,get,bed-sheets,inventory
1372,get a large four-poster bed,get,bed,inventory
1373,fetch a large four-poster bed,get,bed,inventory
1374,obtain a large four-poster bed,get,bed,inventory
1375,get a heavy wool blanket,get,blanket,inventory
1376,fetch a heavy wool blanket,get,blanket,inventory
1377,obtain a heavy wool blanket,get,blanket,inventory
1378,get a small brass key,get,brass-key,inventory
1379,fetch a small brass key,get,brass-key,inventory
1380,obtain a small brass key,get,brass-key,inventory
1381,get a lit tallow candle,get,candle-lit,inventory
1382,fetch a lit tallow candle,get,candle-lit,inventory
1383,obtain a lit tallow candle,get,candle-lit,inventory
1384,get a tallow candle,get,candle,inventory
1385,fetch a tallow candle,get,candle,inventory
1386,obtain a tallow candle,get,candle,inventory
1387,get a ceramic chamber pot,get,chamber-pot,inventory
1388,fetch a ceramic chamber pot,get,chamber-pot,inventory
1389,obtain a ceramic chamber pot,get,chamber-pot,inventory
1390,get a piece of cloth,get,cloth,inventory
1391,fetch a piece of cloth,get,cloth,inventory
1392,obtain a piece of cloth,get,cloth,inventory
1393,get heavy velvet curtains (open),get,curtains-open,inventory
1394,fetch heavy velvet curtains (open),get,curtains-open,inventory
1395,obtain heavy velvet curtains (open),get,curtains-open,inventory
1396,get heavy velvet curtains,get,curtains,inventory
1397,fetch heavy velvet curtains,get,curtains,inventory
1398,obtain heavy velvet curtains,get,curtains,inventory
1399,get a glass shard,get,glass-shard,inventory
1400,fetch a glass shard,get,glass-shard,inventory
1401,obtain a glass shard,get,glass-shard,inventory
1402,get a small knife,get,knife,inventory
1403,fetch a small knife,get,knife,inventory
1404,obtain a small knife,get,knife,inventory
1405,get a lit match,get,match-lit,inventory
1406,fetch a lit match,get,match-lit,inventory
1407,obtain a lit match,get,match-lit,inventory
1408,get a wooden match,get,match,inventory
1409,fetch a wooden match,get,match,inventory
1410,obtain a wooden match,get,match,inventory
1411,get a small matchbox,get,matchbox,inventory
1412,fetch a small matchbox,get,matchbox,inventory
1413,obtain a small matchbox,get,matchbox,inventory
1414,get a sewing needle,get,needle,inventory
1415,fetch a sewing needle,get,needle,inventory
1416,obtain a sewing needle,get,needle,inventory
1417,get a small nightstand (drawer open),get,nightstand-open,inventory
1418,fetch a small nightstand (drawer open),get,nightstand-open,inventory
1419,obtain a small nightstand (drawer open),get,nightstand-open,inventory
1420,get a small nightstand,get,nightstand,inventory
1421,fetch a small nightstand,get,nightstand,inventory
1422,obtain a small nightstand,get,nightstand,inventory
1423,get a blank sheet of paper,get,paper,inventory
1424,fetch a blank sheet of paper,get,paper,inventory
1425,obtain a blank sheet of paper,get,paper,inventory
1426,get an ink pen,get,pen,inventory
1427,fetch an ink pen,get,pen,inventory
1428,obtain an ink pen,get,pen,inventory
1429,get a graphite pencil,get,pencil,inventory
1430,fetch a graphite pencil,get,pencil,inventory
1431,obtain a graphite pencil,get,pencil,inventory
1432,get a goose-down pillow,get,pillow,inventory
1433,fetch a goose-down pillow,get,pillow,inventory
1434,obtain a goose-down pillow,get,pillow,inventory
1435,get a sewing pin,get,pin,inventory
1436,fetch a sewing pin,get,pin,inventory
1437,obtain a sewing pin,get,pin,inventory
1438,get a small glass bottle,get,poison-bottle,inventory
1439,fetch a small glass bottle,get,poison-bottle,inventory
1440,obtain a small glass bottle,get,poison-bottle,inventory
1441,get a dirty rag,get,rag,inventory
1442,fetch a dirty rag,get,rag,inventory
1443,obtain a dirty rag,get,rag,inventory
1444,get a threadbare rug,get,rug,inventory
1445,fetch a threadbare rug,get,rug,inventory
1446,obtain a threadbare rug,get,rug,inventory
1447,get a burlap sack,get,sack,inventory
1448,fetch a burlap sack,get,sack,inventory
1449,obtain a burlap sack,get,sack,inventory
1450,get a terrible burlap jacket,get,terrible-jacket,inventory
1451,fetch a terrible burlap jacket,get,terrible-jacket,inventory
1452,obtain a terrible burlap jacket,get,terrible-jacket,inventory
1453,get a spool of thread,get,thread,inventory
1454,fetch a spool of thread,get,thread,inventory
1455,obtain a spool of thread,get,thread,inventory
1456,get an oak vanity (mirror broken),get,vanity-mirror-broken,inventory
1457,fetch an oak vanity (mirror broken),get,vanity-mirror-broken,inventory
1458,obtain an oak vanity (mirror broken),get,vanity-mirror-broken,inventory
1459,"get an oak vanity (drawer open, mirror broken)",get,vanity-open-mirror-broken,inventory
1460,"fetch an oak vanity (drawer open, mirror broken)",get,vanity-open-mirror-broken,inventory
1461,"obtain an oak vanity (drawer open, mirror broken)",get,vanity-open-mirror-broken,inventory
1462,get an oak vanity (drawer open),get,vanity-open,inventory
1463,fetch an oak vanity (drawer open),get,vanity-open,inventory
1464,obtain an oak vanity (drawer open),get,vanity-open,inventory
1465,get an oak vanity,get,vanity,inventory
1466,fetch an oak vanity,get,vanity,inventory
1467,obtain an oak vanity,get,vanity,inventory
1468,get a heavy wardrobe (open),get,wardrobe-open,inventory
1469,fetch a heavy wardrobe (open),get,wardrobe-open,inventory
1470,obtain a heavy wardrobe (open),get,wardrobe-open,inventory
1471,get a heavy wardrobe,get,wardrobe,inventory
1472,fetch a heavy wardrobe,get,wardrobe,inventory
1473,obtain a heavy wardrobe,get,wardrobe,inventory
1474,get an open leaded glass window,get,window-open,inventory
1475,fetch an open leaded glass window,get,window-open,inventory
1476,obtain an open leaded glass window,get,window-open,inventory
1477,get a leaded glass window,get,window,inventory
1478,fetch a leaded glass window,get,window,inventory
1479,obtain a leaded glass window,get,window,inventory
1480,get a moth-eaten wool cloak,get,wool-cloak,inventory
1481,fetch a moth-eaten wool cloak,get,wool-cloak,inventory
1482,obtain a moth-eaten wool cloak,get,wool-cloak,inventory
1483,grab a crude bandage,grab,bandage,inventory
1484,seize a crude bandage,grab,bandage,inventory
1485,clutch a crude bandage,grab,bandage,inventory
1486,grab rumpled bed sheets,grab,bed-sheets,inventory
1487,seize rumpled bed sheets,grab,bed-sheets,inventory
1488,clutch rumpled bed sheets,grab,bed-sheets,inventory
1489,grab a large four-poster bed,grab,bed,inventory
1490,seize a large four-poster bed,grab,bed,inventory
1491,clutch a large four-poster bed,grab,bed,inventory
1492,grab a heavy wool blanket,grab,blanket,inventory
1493,seize a heavy wool blanket,grab,blanket,inventory
1494,clutch a heavy wool blanket,grab,blanket,inventory
1495,grab a small brass key,grab,brass-key,inventory
1496,seize a small brass key,grab,brass-key,inventory
1497,clutch a small brass key,grab,brass-key,inventory
1498,grab a lit tallow candle,grab,candle-lit,inventory
1499,seize a lit tallow candle,grab,candle-lit,inventory
1500,clutch a lit tallow candle,grab,candle-lit,inventory
1501,grab a tallow candle,grab,candle,inventory
1502,seize a tallow candle,grab,candle,inventory
1503,clutch a tallow candle,grab,candle,inventory
1504,grab a ceramic chamber pot,grab,chamber-pot,inventory
1505,seize a ceramic chamber pot,grab,chamber-pot,inventory
1506,clutch a ceramic chamber pot,grab,chamber-pot,inventory
1507,grab a piece of cloth,grab,cloth,inventory
1508,seize a piece of cloth,grab,cloth,inventory
1509,clutch a piece of cloth,grab,cloth,inventory
1510,grab heavy velvet curtains (open),grab,curtains-open,inventory
1511,seize heavy velvet curtains (open),grab,curtains-open,inventory
1512,clutch heavy velvet curtains (open),grab,curtains-open,inventory
1513,grab heavy velvet curtains,grab,curtains,inventory
1514,seize heavy velvet curtains,grab,curtains,inventory
1515,clutch heavy velvet curtains,grab,curtains,inventory
1516,grab a glass shard,grab,glass-shard,inventory
1517,seize a glass shard,grab,glass-shard,inventory
1518,clutch a glass shard,grab,glass-shard,inventory
1519,grab a small knife,grab,knife,inventory
1520,seize a small knife,grab,knife,inventory
1521,clutch a small knife,grab,knife,inventory
1522,grab a lit match,grab,match-lit,inventory
1523,seize a lit match,grab,match-lit,inventory
1524,clutch a lit match,grab,match-lit,inventory
1525,grab a wooden match,grab,match,inventory
1526,seize a wooden match,grab,match,inventory
1527,clutch a wooden match,grab,match,inventory
1528,grab a small matchbox,grab,matchbox,inventory
1529,seize a small matchbox,grab,matchbox,inventory
1530,clutch a small matchbox,grab,matchbox,inventory
1531,grab a sewing needle,grab,needle,inventory
1532,seize a sewing needle,grab,needle,inventory
1533,clutch a sewing needle,grab,needle,inventory
1534,grab a small nightstand (drawer open),grab,nightstand-open,inventory
1535,seize a small nightstand (drawer open),grab,nightstand-open,inventory
1536,clutch a small nightstand (drawer open),grab,nightstand-open,inventory
1537,grab a small nightstand,grab,nightstand,inventory
1538,seize a small nightstand,grab,nightstand,inventory
1539,clutch a small nightstand,grab,nightstand,inventory
1540,grab a blank sheet of paper,grab,paper,inventory
1541,seize a blank sheet of paper,grab,paper,inventory
1542,clutch a blank sheet of paper,grab,paper,inventory
1543,grab an ink pen,grab,pen,inventory
1544,seize an ink pen,grab,pen,inventory
1545,clutch an ink pen,grab,pen,inventory
1546,grab a graphite pencil,grab,pencil,inventory
1547,seize a graphite pencil,grab,pencil,inventory
1548,clutch a graphite pencil,grab,pencil,inventory
1549,grab a goose-down pillow,grab,pillow,inventory
1550,seize a goose-down pillow,grab,pillow,inventory
1551,clutch a goose-down pillow,grab,pillow,inventory
1552,grab a sewing pin,grab,pin,inventory
1553,seize a sewing pin,grab,pin,inventory
1554,clutch a sewing pin,grab,pin,inventory
1555,grab a small glass bottle,grab,poison-bottle,inventory
1556,seize a small glass bottle,grab,poison-bottle,inventory
1557,clutch a small glass bottle,grab,poison-bottle,inventory
1558,grab a dirty rag,grab,rag,inventory
1559,seize a dirty rag,grab,rag,inventory
1560,clutch a dirty rag,grab,rag,inventory
1561,grab a threadbare rug,grab,rug,inventory
1562,seize a threadbare rug,grab,rug,inventory
1563,clutch a threadbare rug,grab,rug,inventory
1564,grab a burlap sack,grab,sack,inventory
1565,seize a burlap sack,grab,sack,inventory
1566,clutch a burlap sack,grab,sack,inventory
1567,grab a terrible burlap jacket,grab,terrible-jacket,inventory
1568,seize a terrible burlap jacket,grab,terrible-jacket,inventory
1569,clutch a terrible burlap jacket,grab,terrible-jacket,inventory
1570,grab a spool of thread,grab,thread,inventory
1571,seize a spool of thread,grab,thread,inventory
1572,clutch a spool of thread,grab,thread,inventory
1573,grab an oak vanity (mirror broken),grab,vanity-mirror-broken,inventory
1574,seize an oak vanity (mirror broken),grab,vanity-mirror-broken,inventory
1575,clutch an oak vanity (mirror broken),grab,vanity-mirror-broken,inventory
1576,"grab an oak vanity (drawer open, mirror broken)",grab,vanity-open-mirror-broken,inventory
1577,"seize an oak vanity (drawer open, mirror broken)",grab,vanity-open-mirror-broken,inventory
1578,"clutch an oak vanity (drawer open, mirror broken)",grab,vanity-open-mirror-broken,inventory
1579,grab an oak vanity (drawer open),grab,vanity-open,inventory
1580,seize an oak vanity (drawer open),grab,vanity-open,inventory
1581,clutch an oak vanity (drawer open),grab,vanity-open,inventory
1582,grab an oak vanity,grab,vanity,inventory
1583,seize an oak vanity,grab,vanity,inventory
1584,clutch an oak vanity,grab,vanity,inventory
1585,grab a heavy wardrobe (open),grab,wardrobe-open,inventory
1586,seize a heavy wardrobe (open),grab,wardrobe-open,inventory
1587,clutch a heavy wardrobe (open),grab,wardrobe-open,inventory
1588,grab a heavy wardrobe,grab,wardrobe,inventory
1589,seize a heavy wardrobe,grab,wardrobe,inventory
1590,clutch a heavy wardrobe,grab,wardrobe,inventory
1591,grab an open leaded glass window,grab,window-open,inventory
1592,seize an open leaded glass window,grab,window-open,inventory
1593,clutch an open leaded glass window,grab,window-open,inventory
1594,grab a leaded glass window,grab,window,inventory
1595,seize a leaded glass window,grab,window,inventory
1596,clutch a leaded glass window,grab,window,inventory
1597,grab a moth-eaten wool cloak,grab,wool-cloak,inventory
1598,seize a moth-eaten wool cloak,grab,wool-cloak,inventory
1599,clutch a moth-eaten wool cloak,grab,wool-cloak,inventory
1600,grope a crude bandage,grope,bandage,sensory
1601,fumble at a crude bandage,grope,bandage,sensory
1602,grope around a crude bandage,grope,bandage,sensory
1603,grope rumpled bed sheets,grope,bed-sheets,sensory
1604,fumble at rumpled bed sheets,grope,bed-sheets,sensory
1605,grope around rumpled bed sheets,grope,bed-sheets,sensory
1606,grope a large four-poster bed,grope,bed,sensory
1607,fumble at a large four-poster bed,grope,bed,sensory
1608,grope around a large four-poster bed,grope,bed,sensory
1609,grope a heavy wool blanket,grope,blanket,sensory
1610,fumble at a heavy wool blanket,grope,blanket,sensory
1611,grope around a heavy wool blanket,grope,blanket,sensory
1612,grope a small brass key,grope,brass-key,sensory
1613,fumble at a small brass key,grope,brass-key,sensory
1614,grope around a small brass key,grope,brass-key,sensory
1615,grope a lit tallow candle,grope,candle-lit,sensory
1616,fumble at a lit tallow candle,grope,candle-lit,sensory
1617,grope around a lit tallow candle,grope,candle-lit,sensory
1618,grope a tallow candle,grope,candle,sensory
1619,fumble at a tallow candle,grope,candle,sensory
1620,grope around a tallow candle,grope,candle,sensory
1621,grope a ceramic chamber pot,grope,chamber-pot,sensory
1622,fumble at a ceramic chamber pot,grope,chamber-pot,sensory
1623,grope around a ceramic chamber pot,grope,chamber-pot,sensory
1624,grope a piece of cloth,grope,cloth,sensory
1625,fumble at a piece of cloth,grope,cloth,sensory
1626,grope around a piece of cloth,grope,cloth,sensory
1627,grope heavy velvet curtains (open),grope,curtains-open,sensory
1628,fumble at heavy velvet curtains (open),grope,curtains-open,sensory
1629,grope around heavy velvet curtains (open),grope,curtains-open,sensory
1630,grope heavy velvet curtains,grope,curtains,sensory
1631,fumble at heavy velvet curtains,grope,curtains,sensory
1632,grope around heavy velvet curtains,grope,curtains,sensory
1633,grope a glass shard,grope,glass-shard,sensory
1634,fumble at a glass shard,grope,glass-shard,sensory
1635,grope around a glass shard,grope,glass-shard,sensory
1636,grope a small knife,grope,knife,sensory
1637,fumble at a small knife,grope,knife,sensory
1638,grope around a small knife,grope,knife,sensory
1639,grope a lit match,grope,match-lit,sensory
1640,fumble at a lit match,grope,match-lit,sensory
1641,grope around a lit match,grope,match-lit,sensory
1642,grope a wooden match,grope,match,sensory
1643,fumble at a wooden match,grope,match,sensory
1644,grope around a wooden match,grope,match,sensory
1645,grope a small matchbox,grope,matchbox,sensory
1646,fumble at a small matchbox,grope,matchbox,sensory
1647,grope around a small matchbox,grope,matchbox,sensory
1648,grope a sewing needle,grope,needle,sensory
1649,fumble at a sewing needle,grope,needle,sensory
1650,grope around a sewing needle,grope,needle,sensory
1651,grope a small nightstand (drawer open),grope,nightstand-open,sensory
1652,fumble at a small nightstand (drawer open),grope,nightstand-open,sensory
1653,grope around a small nightstand (drawer open),grope,nightstand-open,sensory
1654,grope a small nightstand,grope,nightstand,sensory
1655,fumble at a small nightstand,grope,nightstand,sensory
1656,grope around a small nightstand,grope,nightstand,sensory
1657,grope a blank sheet of paper,grope,paper,sensory
1658,fumble at a blank sheet of paper,grope,paper,sensory
1659,grope around a blank sheet of paper,grope,paper,sensory
1660,grope an ink pen,grope,pen,sensory
1661,fumble at an ink pen,grope,pen,sensory
1662,grope around an ink pen,grope,pen,sensory
1663,grope a graphite pencil,grope,pencil,sensory
1664,fumble at a graphite pencil,grope,pencil,sensory
1665,grope around a graphite pencil,grope,pencil,sensory
1666,grope a goose-down pillow,grope,pillow,sensory
1667,fumble at a goose-down pillow,grope,pillow,sensory
1668,grope around a goose-down pillow,grope,pillow,sensory
1669,grope a sewing pin,grope,pin,sensory
1670,fumble at a sewing pin,grope,pin,sensory
1671,grope around a sewing pin,grope,pin,sensory
1672,grope a small glass bottle,grope,poison-bottle,sensory
1673,fumble at a small glass bottle,grope,poison-bottle,sensory
1674,grope around a small glass bottle,grope,poison-bottle,sensory
1675,grope a dirty rag,grope,rag,sensory
1676,fumble at a dirty rag,grope,rag,sensory
1677,grope around a dirty rag,grope,rag,sensory
1678,grope a threadbare rug,grope,rug,sensory
1679,fumble at a threadbare rug,grope,rug,sensory
1680,grope around a threadbare rug,grope,rug,sensory
1681,grope a burlap sack,grope,sack,sensory
1682,fumble at a burlap sack,grope,sack,sensory
1683,grope around a burlap sack,grope,sack,sensory
1684,grope a terrible burlap jacket,grope,terrible-jacket,sensory
1685,fumble at a terrible burlap jacket,grope,terrible-jacket,sensory
1686,grope around a terrible burlap jacket,grope,terrible-jacket,sensory
1687,grope a spool of thread,grope,thread,sensory
1688,fumble at a spool of thread,grope,thread,sensory
1689,grope around a spool of thread,grope,thread,sensory
1690,grope an oak vanity (mirror broken),grope,vanity-mirror-broken,sensory
1691,fumble at an oak vanity (mirror broken),grope,vanity-mirror-broken,sensory
1692,grope around an oak vanity (mirror broken),grope,vanity-mirror-broken,sensory
1693,"grope an oak vanity (drawer open, mirror broken)",grope,vanity-open-mirror-broken,sensory
1694,"fumble at an oak vanity (drawer open, mirror broken)",grope,vanity-open-mirror-broken,sensory
1695,"grope around an oak vanity (drawer open, mirror broken)",grope,vanity-open-mirror-broken,sensory
1696,grope an oak vanity (drawer open),grope,vanity-open,sensory
1697,fumble at an oak vanity (drawer open),grope,vanity-open,sensory
1698,grope around an oak vanity (drawer open),grope,vanity-open,sensory
1699,grope an oak vanity,grope,vanity,sensory
1700,fumble at an oak vanity,grope,vanity,sensory
1701,grope around an oak vanity,grope,vanity,sensory
1702,grope a heavy wardrobe (open),grope,wardrobe-open,sensory
1703,fumble at a heavy wardrobe (open),grope,wardrobe-open,sensory
1704,grope around a heavy wardrobe (open),grope,wardrobe-open,sensory
1705,grope a heavy wardrobe,grope,wardrobe,sensory
1706,fumble at a heavy wardrobe,grope,wardrobe,sensory
1707,grope around a heavy wardrobe,grope,wardrobe,sensory
1708,grope an open leaded glass window,grope,window-open,sensory
1709,fumble at an open leaded glass window,grope,window-open,sensory
1710,grope around an open leaded glass window,grope,window-open,sensory
1711,grope a leaded glass window,grope,window,sensory
1712,fumble at a leaded glass window,grope,window,sensory
1713,grope around a leaded glass window,grope,window,sensory
1714,grope a moth-eaten wool cloak,grope,wool-cloak,sensory
1715,fumble at a moth-eaten wool cloak,grope,wool-cloak,sensory
1716,grope around a moth-eaten wool cloak,grope,wool-cloak,sensory
1717,hear,hear,,sensory
1718,listen to,hear,,sensory
1719,hear a crude bandage,hear,bandage,sensory
1720,listen to a crude bandage,hear,bandage,sensory
1721,hear crude bandage,hear,bandage,sensory
1722,hear rumpled bed sheets,hear,bed-sheets,sensory
1723,listen to rumpled bed sheets,hear,bed-sheets,sensory
1724,hear sheets,hear,bed-sheets,sensory
1725,hear a large four-poster bed,hear,bed,sensory
